user1,user2,timestamp
2626,4645,1285452445
4645,477,1285452466
477,8387,1285452532
8387,11762,1285452728
11762,8822,1285452788
8822,9951,1285452806
9951,8255,1285454753
8255,11700,1285457265
11700,4101,1285490873
4101,3775,1285492137
1542,8484,1285133456
8484,9199,1285133507
9199,6950,1285133515
6950,1746,128513358
1746,11358,128513362
11358,2212,1285133664
2212,11283,1285133667
11283,8314,1285133696
8314,5414,128513372
5414,3742,1285133742
3742,8913,1285133846
8913,2425,128513385
2425,968,1285133966
968,11804,1285133986
11804,5330,128513414
5330,6085,1285142647
6085,250,1285142841
250,12440,1285143003
12440,12581,128514311
12581,6061,1285143129
6061,10390,128514376
10390,5569,1285144472
5569,3141,1285144588
3141,482,1285148676
482,8741,1285159374
8741,12554,1285166915
12554,6184,1285167138
6184,6379,1285167821
6379,2602,1285167853
2602,10985,1285168212
10985,4316,1285168214
4316,8703,128516822
8703,12378,1285168407
12378,7721,128516855
7721,10250,1285168631
10250,10805,1285168969
10805,11275,1285169356
11275,7106,1285169658
7106,7625,1285169938
7625,1776,1285170003
1776,4591,1285171206
4591,4282,1285206189
4282,9122,1285206298
9122,8483,1285215122
8483,1182,1285242252
1182,1985,1285242586
1985,8423,1285242797
8423,6022,1285246776
6022,685,1285246908
685,5787,1285254804
5787,351,1285255118
351,5883,1285255283
5883,2974,1285255358
2974,563,1285325888
563,9247,1285343404
9247,1000,1285343548
1000,333,1285343724
333,2995,1285378694
2995,7419,1285379165
7419,10242,1285396666
10242,1761,1285397276
1761,10156,1285398159
10156,6079,1285398354
6079,11545,1285398541
11545,11420,1285399464
11420,8053,1285428678
8053,11757,1285429918
11757,6369,1285432024
6369,3856,1285505354
10562,5246,1285357384
5246,5546,1285366021
5546,10021,1285366667
4363,4246,128545076
4246,10771,1285452107
10771,11265,1285452917
11265,736,1285457761
736,9172,1285466828
9172,10437,1285469739
10437,7010,1285472695
7010,10009,1285473245
10009,1436,1285474519
6594,3412,1285619623
3412,8287,1285621087
8287,10942,1285621625
10700,4768,1285385957
4768,8538,1285438068
8538,2376,1285438731
2376,9692,1285551999
7799,4430,1285396475
4430,5234,1285396475
5234,12094,1285396475
12094,6000,1285396475
6000,11975,1285396475
11975,7053,1285396475
11893,3865,1285545887
3865,7251,1285545909
7251,8095,1285546034
8095,5099,1285546228
2467,9797,128537624
9797,10221,128537624
10221,11683,128537624
11683,9632,128537624
9632,5499,1285376241
5499,6271,1285376241
6271,7725,1285376241
7725,1168,1285376241
1168,8079,1285376241
8079,5306,1285377744
5306,5351,1285377885
5351,12,1285379889
10788,3090,1285538465
3090,11022,128553966
11022,600,1285623574
600,435,1285623829
6883,11133,1285445281
11133,3223,1285445281
3223,1657,1285445281
1657,8407,1285445281
8407,8048,1285445281
8048,3674,1285445281
3674,6484,1285445281
6484,2406,1285445281
2406,4837,1285445281
4837,11532,1285445282
11532,3387,1285445282
3387,1128,1285445282
1128,11584,1285445282
11584,1198,1285445282
1198,979,1285445282
979,9452,1285445282
9452,1100,1285445282
1100,9904,1285445282
9904,2646,1285445282
2646,889,1285445282
889,508,1285445282
508,1706,1285445282
1706,9593,1285445282
9593,11189,1285445282
11189,11171,1285445282
11171,706,1285445282
706,2463,1285445282
2463,8203,1285445282
8203,698,1285445282
698,376,1285445282
376,7724,1285445282
7724,12160,1285445282
12160,8201,1285445282
8201,9773,1285445282
9773,9622,1285445282
9622,55,1285445282
55,2062,1285445282
2062,8487,1285445282
8487,8278,1285445282
8278,12362,1285445282
12362,2287,1285445282
2287,12200,1285445283
12200,6499,1285445283
6499,444,1285445283
444,1968,1285445283
1968,6643,1285445283
6643,12009,1285445283
12009,1139,1285445283
1139,8189,1285445283
8189,5313,1285445283
5313,5645,1285445283
5645,8769,1285445283
8769,10671,1285445283
10671,12408,1285445283
12408,8797,1285445283
8797,11671,1285445283
11671,3635,1285445283
3635,11102,1285445283
11102,10467,1285445283
10467,4115,1285445283
4115,8294,1285445283
8294,12011,1285445283
12011,5940,1285445283
5940,283,1285445283
283,4051,1285445283
4051,7312,1285445283
7312,12455,1285445283
12455,10107,1285445283
10107,8928,1285445283
8928,10650,1285445283
10650,4687,1285445283
4687,11057,1285445283
11057,9305,1285445283
9305,7095,1285445283
7095,980,1285445283
980,8266,1285445283
8266,10055,1285445283
10055,10340,1285445283
10340,8108,1285445283
8108,10063,1285445283
10063,11069,1285445283
11069,5186,1285445283
5186,3045,1285445283
3045,7601,1285445283
7601,7575,1285445283
7575,8143,1285445283
8143,7814,1285445283
7814,585,1285445283
585,3140,1285445283
3140,671,1285445283
671,9895,1285445283
9895,5816,1285445283
5816,4800,1285445283
4800,775,1285445283
775,9668,1285445283
9668,6696,1285445283
6696,4874,1285445283
4874,11807,1285445283
11807,5220,1285445283
5220,10865,1285445283
10865,11585,1285445283
11585,9926,1285445283
9926,6894,1285445284
6894,7441,1285445284
7441,5442,1285445284
5442,10186,1285445284
10186,12536,1285445284
12536,5317,1285445284
5317,12446,1285445284
12446,10316,1285445284
10316,2742,1285445284
2742,11363,1285445284
11363,10911,1285445284
10911,7671,1285445284
7671,5171,1285445284
5171,7285,1285445284
7285,9435,1285445284
9435,4965,1285445284
4965,2242,1285445284
2242,8930,1285445284
8930,11923,1285445284
11923,71,1285445284
71,8723,1285445284
8723,3546,1285445284
3546,1504,1285445284
1504,651,1285445284
651,4843,1285445284
4843,11637,1285445284
11637,2496,1285445284
2496,8150,1285445284
8150,1423,1285445284
1423,3937,1285445284
3937,6077,1285445284
6077,1108,1285445284
1108,3066,1285445284
3066,8587,1285445284
8587,6047,1285445284
6047,12096,1285445284
12096,1032,1285445284
1032,3481,1285445284
3481,403,1285445284
403,109,1285445284
109,2512,1285445284
2512,7065,1285445284
7065,700,1285445284
700,3743,1285445284
3743,8584,1285445284
8584,4185,1285445284
4185,4265,1285445284
4265,7958,1285445284
7958,8104,1285445284
8104,7128,1285445284
7128,1377,1285445284
1377,2582,1285445284
2582,3700,1285445284
3700,3464,1285445284
3464,11488,1285445284
11488,1065,1285445284
1065,4369,1285445284
4369,3027,1285445284
3027,9414,1285445284
9414,4025,1285445284
4025,6777,1285445284
6777,12398,1285445284
12398,3988,1285445284
3988,9782,1285445284
9782,10709,1285445284
10709,8312,1285445284
8312,268,1285445284
268,564,1285445284
564,3613,1285445284
3613,4124,1285445284
4124,10076,1285445284
10076,6083,1285445284
6083,1931,1285445284
1931,5479,1285445284
5479,11744,1285445284
10885,3171,1285261264
3171,1427,1285262734
1427,5297,1285276278
5297,9485,1285278017
9485,3031,128529348
3031,10754,128535375
7881,4546,1285358149
4546,3228,1285358284
3228,7189,1285359356
7189,12075,1285359459
12075,7991,1285359683
7991,2426,1285359728
2426,6677,1285359924
6677,9179,1285360563
9179,8738,1285360644
8738,9303,1285360775
9303,11826,1285360807
11826,11967,1285361845
11967,6910,1285361867
6910,4954,1285361873
4954,8306,1285361873
8306,10701,1285361882
10701,8538,1285362093
8538,1766,1285362142
1766,8995,128536285
8995,6963,128536296
6963,2528,1285363095
2528,6987,1285363176
6987,4898,1285363195
4898,10280,1285363214
10280,4773,1285363581
4773,3461,12853643
3461,2530,1285364536
2530,3060,1285365383
3060,6943,1285365425
6943,11429,1285365451
11429,6874,1285365805
6874,3774,1285365843
3774,12134,1285365956
12134,7218,1285365965
7218,3470,1285366305
3470,9905,1285366343
9905,9471,1285366412
9471,6161,128536646
6161,2246,1285366544
2246,3758,1285366741
3758,10971,12853668
10971,7951,1285366859
7951,11719,1285367012
11719,7237,1285367019
7237,1036,1285367766
1036,9440,1285367934
9440,9932,1285368128
9932,7518,1285368134
7518,3306,1285368148
3306,6845,1285368351
6845,1082,12853684
1082,8565,1285368463
8565,3459,1285368601
3459,510,1285368842
510,11243,1285368967
11243,6286,1285369049
6286,4445,1285369052
4445,7971,1285369181
7971,7660,1285369539
7660,2161,1285369572
2161,10223,1285370132
10223,4789,1285370167
4789,1016,1285370393
1016,583,128537043
583,10663,1285370761
10663,4247,1285371208
4247,2860,128537125
2860,3838,1285371358
3838,11495,1285371514
11495,5864,1285371995
5864,2568,1285372
2568,1262,1285372045
1262,1900,1285464346
1900,181,1285464487
181,4085,128546459
4085,10607,1285464859
10607,3429,1285464958
3429,6360,1285465094
6360,6450,1285465248
6450,1073,1285465332
1073,9864,1285465333
9864,5332,1285465412
5332,6542,1285466666
6542,9732,1285466999
9732,8367,1285468162
8367,6869,1285469504
6869,12296,1285469522
12296,2683,1285473737
2683,12006,1285475017
12006,6413,1285476143
6413,7097,128547854
7097,12052,1285479497
12052,12365,1285480192
12365,7389,1285481132
7389,3529,1285481249
3529,9960,1285481292
9960,5221,128548144
5221,5244,1285481761
5244,8808,1285481974
8808,9786,1285482087
9786,3185,1285482099
3185,6190,1285482103
6190,1916,1285482273
1916,2719,1285482358
2719,9892,1285482501
9892,3989,1285482544
3989,3188,128548269
3188,5222,1285482852
5222,7945,1285483071
7945,7227,1285483428
7227,6382,128548365
6382,12552,128548415
12552,2472,1285484279
2472,6676,1285484351
6676,12085,1285484396
12085,8455,1285484742
8455,5678,1285484973
5678,7084,1285485108
7084,4824,1285485111
4824,5407,1285485328
5407,3726,1285485344
3726,2862,1285485447
2862,6574,1285485472
6574,8259,1285485713
8259,3406,1285485818
3406,359,1285485985
359,4269,1285486537
4269,241,1285486558
241,7203,1285486774
7203,3691,1285486817
3691,9675,1285487263
9675,12484,128548737
12484,7288,1285487608
10486,2946,1285482447
2946,1213,1285482448
1213,4701,128548247
4701,8013,1285482477
8013,864,1285482488
864,1082,1285482569
1082,10325,128548258
10325,4085,1285482589
4085,12478,1285482819
12478,4782,128548283
4782,7518,1285482841
7518,8556,128548285
8556,5351,128548295
5351,2839,128548305
2839,6963,1285483064
6963,5903,1285483082
5903,1336,1285483104
1336,12448,1285483192
12448,834,1285483196
834,9296,1285483204
9296,3369,128548323
3369,9303,1285483293
9303,7000,1285483299
7000,7934,1285483444
7934,7259,1285483459
7259,7052,1285483556
7052,12288,1285483557
12288,12395,128548358
12395,1346,1285483656
1346,10241,1285483682
10241,6211,1285483772
6211,10887,1285483784
10887,4007,1285483793
4007,6107,1285483804
6107,9732,1285483807
9732,9798,1285483812
9798,3082,1285483892
3082,12602,1285483899
12602,2511,1285484021
2511,8385,1285484045
8385,10607,1285484127
10607,4247,1285484135
4247,3429,128548415
3429,455,1285484166
455,8775,1285484271
8775,7189,1285484285
7189,8914,1285484298
8914,7546,1285484305
7546,6360,1285484317
6360,11553,1285484382
11553,2330,1285484413
2330,6450,1285484433
6450,10200,1285484437
10200,6986,1285484609
6986,6593,1285484631
6593,4920,1285484662
4920,4848,128548473
4848,3670,1285484778
3670,3529,128548485
3529,1247,1285484974
1247,12365,1285484986
12365,8498,1285485098
8498,7420,1285485448
7420,3060,1285485477
3060,12363,1285485491
12363,11801,1285485501
11801,5718,1285485504
5718,9177,1285485692
9177,12006,1285485823
12006,8538,1285485828
8538,3814,128548584
3814,7389,128548593
7389,6874,1285485936
6874,4570,1285485996
4570,647,1285485999
647,1435,1285486048
1435,1766,1285486446
1766,9471,1285486551
9471,8995,1285486575
8995,5244,1285486576
5244,3168,128548665
3168,2246,1285486683
2246,9492,1285486693
9492,7154,1285486703
7154,12511,128548672
12511,8808,1285486778
8808,3758,1285486852
3758,9786,1285486888
9786,9506,1285487014
9506,1916,128548703
1916,2719,1285487165
2719,4421,1285487286
4421,3989,1285487298
3989,3188,1285487494
3188,9132,1285487613
9132,6202,1285487625
6202,5222,1285487658
5222,11994,1285494601
11994,7144,1285496131
10023,9511,1285435926
9511,7269,1285444749
7269,10957,1285459503
10957,11767,1285461397
11767,6544,128546407
6544,10654,1285464318
10654,9376,1285467843
9376,1686,1285469096
1686,10720,1285469869
10720,1401,1285472797
1401,12617,1285478653
12617,11697,1285495953
11697,347,1285500273
347,1636,1285574989
3845,11793,1285370729
11793,6165,1285370729
6165,414,1285370734
414,9843,1285370734
9843,11966,1285370734
11966,8949,1285370737
8949,7210,1285370791
9105,7863,1285381049
7863,6817,1285381114
6817,3090,1285381174
3090,11492,1285381177
11492,2669,1285381254
8655,3157,1285460651
3157,5395,1285460667
5395,10417,1285460674
10417,8532,1285460679
8532,1574,1285460724
1574,7229,1285460748
7229,770,128546088
770,7863,1285460916
7863,5997,1285460919
5997,4818,1285460985
4818,9125,1285461237
2396,8455,1285442745
8455,4898,12854431
4898,5914,1285443111
5914,455,1285443371
455,2862,1285443445
2862,6360,1285443559
6360,7097,1285443733
7097,8607,12854442
8607,7227,1285444429
7227,3060,1285444681
3060,6448,1285445617
6448,7232,1285456317
7232,8369,1285456328
8369,5579,1285457511
5579,4642,1285459911
4642,12047,128550836
6139,2645,1285240235
2645,282,1285254455
282,5937,1285318087
9653,2940,1285487785
2940,7617,1285487791
7617,9936,1285488027
9936,5878,128548887
5878,2768,1285490486
2768,10889,1285492926
10889,11504,1285495744
266,4808,1285279582
4808,19,1285292803
19,981,1285474372
12042,891,1285548494
891,2794,1285549233
2794,6032,1285558904
10219,12558,1285390961
12558,2768,128539129
2768,1614,1285392633
1614,10050,1285392881
10050,8096,1285392917
8096,11100,128539297
11100,3211,1285393047
3211,7853,1285393405
7853,5259,1285393689
5259,1993,128539479
1993,7987,1285395329
7987,2110,1285396358
2110,10633,1285403
4144,6543,1285489236
6543,9408,128548927
9408,1056,128549626
1056,12097,1285546717
7643,9150,1285430014
9150,3102,1285499937
3102,2090,1285500027
2090,7324,1285500132
7324,4033,1285500251
4033,9263,1285500446
9263,10921,1285500536
10921,306,1285500662
306,12354,1285500765
12354,8680,128550097
12569,5716,1285402234
5716,5329,1285402307
5329,8668,1285402315
8668,10802,1285402386
10802,8304,1285402407
8304,13,1285402426
13,545,1285402434
545,6757,1285402466
6757,9376,128540252
9376,2403,1285402525
2403,5730,1285402535
5730,9081,1285402536
9081,630,1285402654
630,1420,1285403092
1420,4088,1285403185
4088,12419,1285403701
12419,714,1285403832
714,2863,1285403947
2863,1985,1285404016
1985,12465,1285404157
12465,10565,1285404489
10565,11804,1285405506
